序号,作物名称,种质名称,科名,属名,种名或亚种名,原产地,原产省,原产国,来源地,资源类型,主要特性,生育周期,系谱,选育单位,育成年份,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,图像,抗旱性鉴定结果,保存单位,库编号,圃编号,引种号,采集号,保存资源类型,保存方式,实物状态,共享方式,获取途径
YAAS0938,油菜,花油9号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0939,油菜,云油杂2号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0940,油菜,云油杂10号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0941,油菜,云油双1号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0942,油菜,云油双2号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0943,油菜,早熟1号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0944,油菜,云花油23号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0945,油菜,094581-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0946,油菜,094560-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0947,油菜,094564-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0948,油菜,12XS242-5-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0949,油菜,12XS247-6,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0950,油菜,12XS247-3-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0951,油菜,12XS242-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0952,油菜,12XS247-6-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0953,油菜,12XS247-8-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0954,油菜,12XS256-6-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0955,油菜,12XS256-7-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0956,油菜,12XS256-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0957,油菜,12XS256-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0958,油菜,12XS256-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0959,油菜,12XS265-7-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0960,油菜,12XS265-9-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0961,油菜,12XS274-3-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0962,油菜,12XS282-1-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0963,油菜,12XS282-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0964,油菜,12XS282-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0965,油菜,12XS242-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0966,油菜,12XS247-9-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0967,油菜,12XS256-4-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0968,油菜,12XS256-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0969,油菜,12XS256-8-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0970,油菜,12XS256-9-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0971,油菜,12XS265-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0972,油菜,12XS265-4-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0973,油菜,12XS265-5-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0974,油菜,12XF161,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0975,油菜,12NF214-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0976,油菜,11XF304-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0977,油菜,2012DF041,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0978,油菜,094530-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0979,油菜,094531-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0980,油菜,094532-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0981,油菜,094535-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0982,油菜,094536-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0983,油菜,094538-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0984,油菜,094543-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0985,油菜,094546-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0986,油菜,094547-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0987,油菜,094553-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0988,油菜,094565-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0989,油菜,094573-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0990,油菜,094576-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0991,油菜,094577-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0992,油菜,094582-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,角果期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
